Key,Description,en,ja
AH-94_mfd_flyCam:R1_tooltip,Tooltip for an MFD button.,Toggle Random,ランダム切替
AH-94_mfd_flyCam:L3,Label for an MFD button (short!).,FOV:,
AH-94_mfd_flyCam:L3_tooltip,Tooltip for an MFD button.,Toggle FOV,FOV切替
AH-94_mfd_flyCam:L4,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:L4_tooltip,Tooltip for an MFD button.,Toggle AutoFOV,AutoFOV切替
AH-94_mfd_flyCam:L5,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:L5_tooltip,Tooltip for an MFD button.,Toggle Audio,オーディオモード切替
AH-94_mfd_flyCam:R2,Label for an MFD button (short!).,MODE,
AH-94_mfd_flyCam:R2_tooltip,Tooltip for an MFD button.,Toggle Cam Mode,カメラモード切替
AH-94_mfd_flyCam:R3,Label for an MFD button (short!).,LOOK,
AH-94_mfd_flyCam:R3_tooltip,Tooltip for an MFD button.,Toggle Look Mode,表示モードの切替
AH-94_mfd_flyCam:R5,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:R5_tooltip,Tooltip for an MFD button.,Toggle Auto-Reset,オートリセットの切替
AH-94_mfd_flyCam:B5,Label for an MFD button (short!).," ",
AH-94_mfd_flyCam:B5_tooltip,Tooltip for an MFD button.,Cycle Reset Time,サイクルリセットタイム
AH-94_mfd_flyCam:T3,Label for an MFD button (short!).,SS,
AH-94_mfd_flyCam:T3_tooltip,Tooltip for an MFD button.,4K Screenshot,4K スクリーンショット
AH-94_mfd_radar:R1,Label for an MFD button (short!).,R+,
AH-94_mfd_radar:R1_tooltip,Tooltip for an MFD button.,Range +,
AH-94_mfd_radar:R2,Label for an MFD button (short!).,R-,
AH-94_mfd_radar:R2_tooltip,Tooltip for an MFD button.,Range -,
AH-94_mfd_radar:B1,Label for an MFD button (short!).,PWR,
AH-94_mfd_radar:B1_tooltip,Tooltip for an MFD button.,Radar Power,
AH-94_mfd_radar:B2,Label for an MFD button (short!).,UNLCK,
AH-94_mfd_radar:B2_tooltip,Tooltip for an MFD button.,Unlock,
AH-94_mfd_radar:T4,Label for an MFD button (short!).,SOI,
AH-94_mfd_radar:T4_tooltip,Tooltip for an MFD button.,Sensor of Interest,SOI（この画面を操作対象にする）
AH-94_mfd_radar:B4,Label for an MFD button (short!).,SLAVE,
AH-94_mfd_radar:B4_tooltip,Tooltip for an MFD button.,Slave TADS,
AH-94_mfd_radar:L4,Label for an MFD button (short!).,GPS-S,
AH-94_mfd_radar:L4_tooltip,Tooltip for an MFD button.,Send GPS,
AH-94_mfd_radar:R3,Label for an MFD button (short!).,+,
AH-94_mfd_radar:R3_tooltip,Tooltip for an MFD button.,Elevation +,
AH-94_mfd_radar:R4,Label for an MFD button (short!).,-,
AH-94_mfd_radar:R4_tooltip,Tooltip for an MFD button.,Elevation -,
AH-94_mfd_radar:L3,Label for an MFD button (short!).,MODE,
AH-94_mfd_radar:L3_tooltip,Tooltip for an MFD button.,AG/AA Mode,
AH-94_mfd_gameMenu:B2,Label for an MFD button (short!).,RESTART,
AH-94_mfd_gameMenu:B2_tooltip,Tooltip for an MFD button.,Restart Mission,ミッションリスタート
AH-94_mfd_gameMenu:B4,Label for an MFD button (short!).,EXIT,
AH-94_mfd_gameMenu:B4_tooltip,Tooltip for an MFD button.,Return to Main,メイン画面に戻る
AH-94_mfd_gameMenu:B3,Label for an MFD button (short!).,EXIT,
AH-94_mfd_gameMenu:B3_tooltip,Tooltip for an MFD button.,Return to Briefing Room,ブリーフィングルームに戻る
AH-94_mfd_gameMenu:R2,Label for an MFD button (short!).,CENTER,
AH-94_mfd_gameMenu:R2_tooltip,Tooltip for an MFD button.,Recenter Seat,シート位置リセット
AH-94_mfd_gameMenu:L3,Label for an MFD button (short!).,QSAVE,
AH-94_mfd_gameMenu:L3_tooltip,Tooltip for an MFD button.,Quick Save Menu,クイックセーブメニュー
AH-94_mfd_gameMenu:R4,Label for an MFD button (short!).,PLAYERS,
AH-94_mfd_gameMenu:R4_tooltip,Tooltip for an MFD button.,View Players,プレイヤー表示
AH-94_mfd_gameMenu:R5,Label for an MFD button (short!).,NETWORK,
AH-94_mfd_gameMenu:R5_tooltip,Tooltip for an MFD button.,Network Analytics,ネットワーク調査
AH-94_mfd_gpsTgts:T2,Label for an MFD button (short!).,MAP,,
AH-94_mfd_gpsTgts:T2_tooltip,Tooltip for an MFD button.,Nav Map,,
AH-94_mfd_gpsTgts:T3,Label for an MFD button (short!).,WPT,,
AH-94_mfd_gpsTgts:T3_tooltip,Tooltip for an MFD button.,Set Waypoints,ウェイポイントセット
AH-94_mfd_gpsTgts:L2_tooltip,Tooltip for an MFD button.,Previous Group,前のグループ
AH-94_mfd_gpsTgts:L3_tooltip,Tooltip for an MFD button.,Next Group,次のグループ
AH-94_mfd_gpsTgts:B1_tooltip,Tooltip for an MFD button.,Create Group,グループ作成
AH-94_mfd_gpsTgts:B2_tooltip,Tooltip for an MFD button.,Delete Group,グループ削除
AH-94_mfd_gpsTgts:B4_tooltip,Tooltip for an MFD button.,Delete Target,ターゲット削除
AH-94_mfd_gpsTgts:R3_tooltip,Tooltip for an MFD button.,Next Target,次のターゲット
AH-94_mfd_gpsTgts:R2_tooltip,Tooltip for an MFD button.,Previous Target,前のターゲット
AH-94_mfd_gpsTgts:R1_tooltip,Tooltip for an MFD button.,Toggle Path Mode,パスモード切替
AH-94_mfd_gpsTgts:R4_tooltip,Tooltip for an MFD button.,Move Up,上へ
AH-94_mfd_gpsTgts:R5_tooltip,Tooltip for an MFD button.,MoveDown,下へ
AH-94_mfd_gpsTgts:B5,Label for an MFD button (short!).,SEND,,
AH-94_mfd_gpsTgts:B5_tooltip,Tooltip for an MFD button.,Send Data,データ送信
ah94-tutorials:ah94tut_intro:19422556,Text from a tutorial.,Welcome to the AH-94 Attack Helicopter,AH-94 攻撃ヘリにようこそ
ah94-tutorials:ah94tut_intro:-376660370,Text from a tutorial.,"Don't worry about memorizing everything now.
We'll go into more details in later sessions.","今、すべてを暗記する必要はありません。
この後のセッションで順番に詳しく説明していきます。"
ah94-tutorials:ah94tut_intro:1034937162,Text from a tutorial.,Close door,ドアを閉める
ah94-tutorials:ah94tut_intro:-316527414,Text from a tutorial.,The AH-94 is a twin turboshaft attack helicopter with a tandem cockpit for two crew members.,AH-94は、2名の乗員が搭乗できるタンデムコックピットを持つツインターボシャフト搭載の攻撃型ヘリです。
ah94-tutorials:ah94tut_intro:1752602625,Text from a tutorial.,It has a traditional rotor configuration of a large main rotor and small tail rotor.,大きなメインローターと小さなテールローターという伝統的なローター構成になっています。
ah94-tutorials:ah94tut_intro:-1985220033,Text from a tutorial.,"The helicopter can be flown from either the rear pilot seat, or the front copilot gunner seat.","ヘリコプターは後部操縦席と前部副操縦席のどちらからでも操縦可能です。"
ah94-tutorials:ah94tut_intro:1196723661,Text from a tutorial.,You can decide how to split up responsibilities.,それぞれの責任の分担を決めることができます。
ah94-tutorials:ah94tut_intro:-1074204169,Text from a tutorial.,"Now, let's quickly go over each of the components in the cockpit.","では、さっそくコックピットの各構成を確認してみましょう。"
ah94-tutorials:ah94tut_intro:1907761766,Text from a tutorial.,Main Battery,メインバッテリー
ah94-tutorials:ah94tut_intro:1142499294,Text from a tutorial.,APU Switch,APUスイッチ
ah94-tutorials:ah94tut_intro:49749272,Text from a tutorial.,Engine Starters,エンジンスターター
ah94-tutorials:ah94tut_intro:1141160697,Text from a tutorial.,Comms Panel,通信パネル
ah94-tutorials:ah94tut_intro:256218186,Text from a tutorial.,Multi-function Displays (MFDs),マルチファンクションディスプレイ（MFDs）
ah94-tutorials:ah94tut_intro:1981821705,Text from a tutorial.,Up-front Display (UFD),アップフロントディスプレイ（UFD）
ah94-tutorials:ah94tut_intro:-1254142523,Text from a tutorial.,Radar Warning Receiver (RWR),レーダー警報装置（RWR）
ah94-tutorials:ah94tut_intro:180828969,Text from a tutorial.,Attitude Indicator,姿勢表示機
ah94-tutorials:ah94tut_intro:270913576,Text from a tutorial.,VSI,VSI
ah94-tutorials:ah94tut_intro:1363486210,Text from a tutorial.,Gauges,ゲージ
ah94-tutorials:ah94tut_intro:1750669213,Text from a tutorial.,Master Armament,マスターアーム
ah94-tutorials:ah94tut_intro:-119708538,Text from a tutorial.,Head Mounted Display (HMD),ヘッドマウントディスプレイ（HMD）
ah94-tutorials:ah94tut_intro:-1651002835,Text from a tutorial.,Lights,ライト
ah94-tutorials:ah94tut_intro:-717672991,Text from a tutorial.,Rotor Fold,ローターフォールド（折りたたみ）
ah94-tutorials:ah94tut_intro:1560422243,Text from a tutorial.,Rotor Brake,ローターブレーキ
ah94-tutorials:ah94tut_intro:239096644,Text from a tutorial.,Flight Control Indicator,フライトコントロール表示機
ah94-tutorials:ah94tut_intro:-947816217,Text from a tutorial.,Parking Brake,パーキングブレーキ
ah94-tutorials:ah94tut_intro:-364413396,Text from a tutorial.,Landing Gear,ランディングギア
ah94-tutorials:ah94tut_intro:1071956107,Text from a tutorial.,Countermeasure Count,カウンターメジャーの残り数
ah94-tutorials:ah94tut_intro:-1993091261,Text from a tutorial.,Power Lever,パワーレバー
ah94-tutorials:ah94tut_intro:-1227118498,Text from a tutorial.,Stores Jettison Panel,廃棄関係パネル
ah94-tutorials:ah94tut_intro:-769882903,Text from a tutorial.,MP3 Player,MP3 プレイヤー
ah94-tutorials:ah94tut_intro:-1369241671,Text from a tutorial.,"Finally, and most importantly,
the flight controls...","最後に、そして最も重要なこと。フライトコントロールについて。"
ah94-tutorials:ah94tut_intro:-190358438,Text from a tutorial.,Collective,コレクティブ
ah94-tutorials:ah94tut_intro:16158667,Text from a tutorial.,Cyclic,サイクリック
ah94-tutorials:ah94tut_intro:1181564828,Text from a tutorial.,Anti-Torque Pedals,アンチトルクペダル
ah94-tutorials:ah94tut_intro:2100509273,Text from a tutorial.,Switch Seat,シート交代
ah94-tutorials:ah94tut_intro:1660567099,Text from a tutorial.,TEDAC,TEDAC
ah94-tutorials:ah94tut_intro:1874783894,Text from a tutorial.,Used to control weapons and sensors,武器やセンサーを制御するために使用
ah94-tutorials:ah94tut_intro:1122558785,Text from a tutorial.,"This concludes the general overview of the AH-94 cockpit. 
You can move on to the next session to learn about how to get this thing started","これでAH-94のコックピットの概説は終了です。
次回は、このコックピットの動かし方について説明します。"
ah94-tutorials:ah94tut_startup:1128922264,Text from a tutorial.,"Welcome back. 
In this session, we'll go over the start up and shut down procedures.","お帰りなさい。
このセッションでは、起動とシャットダウンの手順について説明します。"
ah94-tutorials:ah94tut_startup:1034936170,Text from a tutorial.,Close Door,ドアを閉める
ah94-tutorials:ah94tut_startup:-1646413177,Text from a tutorial.,"Before starting up, let's make sure everythings in the right state.","起動する前に、すべてのものが正しい状態であることを確認しましょう。"
ah94-tutorials:ah94tut_startup:82369606,Text from a tutorial.,Power OFF,パワー OFF
ah94-tutorials:ah94tut_startup:1470929646,Text from a tutorial.,Collective DOWN,コレクティブ DOWN
ah94-tutorials:ah94tut_startup:1804128206,Text from a tutorial.,Parking Brake ON,パーキングブレーキ ON
ah94-tutorials:ah94tut_startup:110275040,Text from a tutorial.,Rotor Fold OFF,ローターフォールド（折りたたみ）OFF
ah94-tutorials:ah94tut_startup:-60114957,Text from a tutorial.,Main Battery ON,メインバッテリー ON
ah94-tutorials:ah94tut_startup:-2082845684,Text from a tutorial.,This will supply power to all of the aircraft's electrical components.,これにより、航空機のすべての電気部品に電源が供給されます。
ah94-tutorials:ah94tut_startup:-1262370107,Text from a tutorial.,APU ON,APU ON
ah94-tutorials:ah94tut_startup:2044839981,Text from a tutorial.,The engine starters use up a lot of power so we're gonna need the APU to keep the battery charged.,エンジンスターターは電力をたくさん使うので、バッテリーを充電しておくためにAPUが必要になるのです。
ah94-tutorials:ah94tut_startup:77535439,Text from a tutorial.,Turn on UFD,UFD ON
ah94-tutorials:ah94tut_startup:802677574,Text from a tutorial.,Display STAT,ディスプレイ STAT
ah94-tutorials:ah94tut_startup:343282393,Text from a tutorial.,Engine/Rotor Status,エンジン/ローター 状態表示
ah94-tutorials:ah94tut_startup:-2011786336,Text from a tutorial.,Rotor Brake OFF,ローターブレーキ OFF
ah94-tutorials:ah94tut_startup:-586267315,Text from a tutorial.,Left Starter ON,レフトスターター ON
ah94-tutorials:ah94tut_startup:-755391735,Text from a tutorial.,This system will spin up the turbine to a suitable RPM to begin combustion.,このシステムにより、タービンを適切な回転数まで回転させ、燃焼を開始させます。
ah94-tutorials:ah94tut_startup:1659883589,Text from a tutorial.,Running two starters can often overload the power supply so I'd start one at a time.,スターターを2つ動かすと電源に負荷がかかることが多いので、1つずつ始動させます。
ah94-tutorials:ah94tut_startup:840356780,Text from a tutorial.,Spool to 10-12%,スプール 10-12%
ah94-tutorials:ah94tut_startup:815576579,Text from a tutorial.,Power Lever IDLE,パワーレバー IDLE
ah94-tutorials:ah94tut_startup:937278904,Text from a tutorial.,The starter  will run the turbine up to about 30% and automatically shut itself off.,スターターはタービンを30％程度まで回し、自動的に停止します。
ah94-tutorials:ah94tut_startup:1462518884,Text from a tutorial.,Starter Indicator,スターター表示機
ah94-tutorials:ah94tut_startup:-808588756,Text from a tutorial.,Right Starter ON,ライトスターター ON
ah94-tutorials:ah94tut_startup:368229976,Text from a tutorial.,"Great, now both engines are fired up and running stable at idle.","素晴らしい！これで両方のエンジンが起動し、アイドリングで安定した運転をするようになりました。"
ah94-tutorials:ah94tut_startup:1013008207,Text from a tutorial.,Power Lever FLIGHT,パワーレバー FLIGHT
